tile_name,x_offset,y_offset
tile_0.jpg,0,0
tile_1.jpg,0,640
tile_2.jpg,0,1280
tile_3.jpg,0,1920
tile_4.jpg,0,2560
tile_5.jpg,0,3200
tile_6.jpg,0,3840
tile_7.jpg,0,4480
tile_8.jpg,0,5120
tile_9.jpg,0,5760
